order_id,date,customer_id,product,price,quantity,coupon_code,shipping_city
ORD-10327,2025-04-22,C0135,27in Monitor,249.99,5,,BOSTON
ORD-10328,2025-04-22,C0135,LED Desk Lamp,29.99,1,,Portland
ORD-10329,2025-04-22,C0140,1080p Webcam,$59.99,2,,Boston
ORD-10330,2025-04-23,C0113,USB-C Hub,39.99,1,SAVE10,San Diego
ORD-10331,2025-04-24,C0132,LED Desk Lamp,29.99,1,SAVE15,  Denver
ORD-10332,2025-04-24,C0095,Noise-Cancelling Headphones,199.99,3,,Houston
ORD-10333,2025-04-25,C0134,Mechanical Keyboard,89.99,1,SAVE20,Boston
ORD-10334,2025-04-25,,LED Desk Lamp,29.99,1,SAVE20,New York
ORD-10335,2025-04-25,C0042,Mechanical Keyboard,89.99,1,,Boston
ORD-10336,2025-04-26,C0065,27in Monitor,249.99,1,,Boston
ORD-10337,2025-04-26,C0130,Wireless Mouse,24.99,1,,New York
ORD-10338,04/27/2025,C0074,Mechanical Keyboard,89.99,2,SAVE15,Portland
ORD-10339,2025-04-28,C0097,1080p Webcam,59.99,1,SAVE15,Philadelphia
ORD-10340,2025-04-28,C0071,USB-C Hub,39.99,5,,New York
ORD-10341,2025-04-28,C0076,27in Monitor,249.99,2,SAVE10,New York
ORD-10342,2025-04-29,C0015,Laptop Stand,34.99,5,,Seattle
ORD-10343,2025-04-29,C0022,27in Monitor,249.99,4,,Boston
ORD-10344,05/01/2025,C0115,Mechanical Keyboard,89.99,2,,Seattle
ORD-10345,2025-05-01,C0136,27in Monitor,249.99,3,,Philadelphia
ORD-10346,2025-05-01,C0138,Mechanical Keyboard,89.99,3, SAVE10,Chicago
ORD-10347,2025-05-02,C0032,Wireless Mouse,24.99,1,,Seattle
ORD-10348,2025-05-02,C0078,LED Desk Lamp,29.99,1,SAVE10,Austin
ORD-10349,2025-05-03,C0128,Laptop Stand,34.99,1,SAVE10,New York
ORD-10350,2025-05-03,C0047,LED Desk Lamp,29.99,1,,New York
ORD-10351,2025-05-04,C0036,Wireless Mouse,24.99,2,save10,Austin
ORD-10352,2025-05-04,C0048,Mechanical Keyboard,89.99,1,WELCOME5,New York
ORD-10353,2025-05-04,C0139,Mechanical Keyboard,89.99,1,WELCOME5,Houston
ORD-10354,2025-05-05,C0096,27in Monitor,249.99,3,,Denver
ORD-10355,2025-05-05,C0015,Laptop Stand,$34.99,5,,  Los Angeles
ORD-10356,05/05/2025,C0023,Laptop Stand,34.99,2,,Philadelphia
ORD-10357,2025-05-05,C0067,Noise-Cancelling Headphones,199.99,3,SAVE15,Houston
ORD-10358,2025-05-06,C0105,1080p Webcam,59.99,4, SAVE20,Boston
ORD-10359,2025-05-06,C0114,Noise-Cancelling Headphones,199.99,1,SAVE10,New York
ORD-10360,2025-05-06,C0126,Laptop Stand,34.99,2,NULL,Atlanta
ORD-10361,2025-05-06,C0136,LED Desk Lamp,29.99,4,Save15,Seattle
ORD-10362,2025-05-06,C0098,1080p Webcam,59.99,1,WELCOME5,Denver
ORD-10363,2025-05-07,C0009,Laptop Stand,34.99,1,,Portland
ORD-10364,2025-05-07,C0150,1080p Webcam,59.99,1,SAVE15,Los Angeles 
ORD-10365,2025-05-08,,Laptop Stand,34.99,1,,Miami
ORD-10366,2025-05-08,C0131,27in Monitor,249.99,1,,Los Angeles
ORD-10367,2025-05-09,C0123,27in Monitor,-249.99,1,none,Boston
ORD-10368,2025-05-09,C0114,Laptop Stand,34.99,2,,San Diego
ORD-10369,2025-05-09,C0125,Wireless Mouse,24.99,3,SAVE10,Philadelphia
ORD-10370,2025-05-09,C0019,Laptop Stand,34.99,3,WELCOME5,Houston
ORD-10371,05/10/2025,C0034,Noise-Cancelling Headphones,199.99,999,N/A,Los Angeles
ORD-10372,2025-05-10,C0106,LED Desk Lamp,29.99,1,,San Diego
ORD-10373,2025-05-10,C0128,Laptop Stand,34.99,1,,Portland
ORD-10374,2025-05-11,C0118,27in Monitor,249.99,2,SAVE15,Austin
ORD-10375,2025-05-11,C0041,27in Monitor,$249.99,5,,Portland
ORD-10376,2025-05-11,C0109,USB-C Hub,39.99,1,,Chicago
ORD-10377,2025-05-12,C0093,USB-C Hub,39.99,1,,Portland
ORD-10378,2025-05-12,C0130,1080p Webcam,59.99,1,,New York
ORD-10379,2025-05-12,C0141,Mechanical Keyboard,89.99,2,,Atlanta
ORD-10380,2025-05-13,C0024,Mechanical Keyboard,89.99,2,,Portland
ORD-10381,2025-05-13,C0024,USB-C Hub,39.99,2,,Los Angeles
ORD-10382,2025-05-13,C0031,Laptop Stand,34.99,1,,San Diego
ORD-10383,2025-05-13,C0007,Wireless Mouse,24.99,1,,Houston
ORD-10384,2025-05-14,C0093,1080p Webcam,-59.99,1,FREESHIP,Chicago
ORD-10385,2025-05-14,C0059,Noise-Cancelling Headphones,199.99,1,SAVE15,Houston 
ORD-10386,2025-05-15,C0101,Wireless Mouse,24.99,2,SAVE15,atlanta
ORD-10387,2025-05-15,C0006,Laptop Stand,34.99,2,FREESHIP,Seattle
ORD-10388,2025-05-15,,Laptop Stand,34.99,1,SAVE15,Chicago
ORD-10389,2025-05-16,C0041,Noise-Cancelling Headphones,199.99,2,WELCOME5,Seattle
ORD-10390,2025-05-17,C0136,Noise-Cancelling Headphones,199.99,2,,Dallas
ORD-10391,2025-05-17,C0081,USB-C Hub,39.99,1,FREESHIP,Seattle
ORD-10392,2025-05-17,C0056,27in Monitor,249.99,1,SAVE10,Denver
ORD-10393,2025-05-18,C0011,LED Desk Lamp,29.99,1,,Los Angeles
ORD-10394,2025-05-18,C0023,Noise-Cancelling Headphones,199.99,1,,houston
ORD-10395,2025-05-18,C0042,USB-C Hub,39.99,1,SAVE10,Los Angeles
ORD-10396,2025-05-18,C0149,Laptop Stand,34.99,1,SAVE10,Los Angeles
ORD-10397,2025-05-19,C0106,Laptop Stand,34.99,1,WELCOME5,Los Angeles
ORD-10398,2025-05-19,C0018,Wireless Mouse,24.99,3,,Seattle
ORD-10399,05/20/2025,C0078,Wireless Mouse,24.99,3,,New York
ORD-10400,05/20/2025,C0127,Noise-Cancelling Headphones,199.99,1,SAVE20,Portland
ORD-10401,2025-05-20,C0023,USB-C Hub,39.99,2,SAVE20,Phoenix
ORD-10402,2025-05-21,C0119,Mechanical Keyboard,89.99,1,,Seattle
ORD-10403,2025-05-21,C0058,Laptop Stand,34.99,1,SAVE10,Portland
ORD-10404,2025-05-22,C0101,Laptop Stand,34.99,1,,Boston
ORD-10405,05/22/2025,C0105,LED Desk Lamp,29.99,1,,Philadelphia
ORD-10406,2025-05-23,C0030,Noise-Cancelling Headphones,199.99,2,SAVE20,Phoenix
ORD-10407,2025-05-23,C0117,27in Monitor,249.99,1,NULL,Chicago
ORD-10408,05/23/2025,C0082,1080p Webcam,59.99,1,SAVE10,ATLANTA
ORD-10409,2025-05-23,C0080,Wireless Mouse,24.99,5,SAVE15,Los Angeles
ORD-10410,2025-05-23,C0094,1080p Webcam,59.99,2,,San Diego
ORD-10411,2025-05-25,C0082,Wireless Mouse,24.99,2,FREESHIP,Houston
ORD-10412,2025-05-25,C0120,LED Desk Lamp,29.99,1,,Boston
ORD-10413,2025-05-27,C0106,USB-C Hub,39.99,3,,Los Angeles
ORD-10414,2025-05-27,C0118,Laptop Stand,34.99,1,,Philadelphia
ORD-10415,2025-05-27,C0124,LED Desk Lamp,29.99,2,WELCOME5,Boston
ORD-10415,2025-05-27,C0124,LED Desk Lamp,29.99,2,WELCOME5,Boston
ORD-10416,2025-05-27,C0003,1080p Webcam,59.99,1,,Phoenix
ORD-10417,2025-05-27,C0040,USB-C Hub,39.99,2,,New York
ORD-10418,2025-05-27,C0019,27in Monitor,249.99,1,,Seattle
ORD-10419,2025-05-28,C0067,Laptop Stand,34.99,1,,Portland
ORD-10420,2025-05-28,C0065,Noise-Cancelling Headphones,199.99,1,,Portland
ORD-10421,2025-05-28,C0038,LED Desk Lamp,29.99,1,,Phoenix
ORD-10422,2025-05-29,C0006,Laptop Stand,34.99,2,,atlanta
ORD-10423,2025-05-29,C0147,27in Monitor,249.99,3,SAVE10,  Boston
ORD-10424,2025-05-29,C0114,Noise-Cancelling Headphones,199.99,1,,Miami
ORD-10425,2025-05-30,C0061,27in Monitor,249.99,2,SAVE10,Austin
ORD-10426,05/31/2025,C0018,Mechanical Keyboard,89.99,1,,Austin
ORD-10427,2025-05-31,C0128,USB-C Hub,39.99,1,,Los Angeles
ORD-10428,2025-05-31,C0045,1080p Webcam,59.99,1,,Atlanta
ORD-10429,2025-06-01,C0014,Wireless Mouse,24.99,2,SAVE15,New York
ORD-10430,2025-06-01,C0037,Laptop Stand,34.99,1,welcome5,Los Angeles
ORD-10431,2025-06-02,C0139,USB-C Hub,39.99,3,,New York
ORD-10432,2025-06-02,C0095,27in Monitor,249.99,1,SAVE20,Denver
ORD-10433,2025-06-02,C0005,27in Monitor,249.99,1,,Miami
ORD-10433,2025-06-02,C0005,27in Monitor,249.99,1,,Miami
ORD-10434,06/02/2025,C0111,LED Desk Lamp,29.99,1,,Houston
ORD-10435,2025-06-02,C0030,27in Monitor,249.99,3,,Dallas
ORD-10436,2025-06-03,C0071,USB-C Hub,39.99,2,,Boston
ORD-10437,2025-06-03,C0108,Noise-Cancelling Headphones,199.99,2,,Chicago
ORD-10438,2025-06-04,C0025,Laptop Stand,34.99,2,SAVE20,Boston
ORD-10439,2025-06-04,C0032,1080p Webcam,59.99,1,,Austin
ORD-10440,2025-06-04,C0135,Noise-Cancelling Headphones,199.99,1,,Houston
ORD-10441,2025-06-04,C0099,LED Desk Lamp,29.99,1,,Philadelphia
ORD-10442,2025-06-05,C0127,Mechanical Keyboard,$89.99,1,,Los Angeles
ORD-10443,2025-06-05,C0125,Noise-Cancelling Headphones,199.99,1,SAVE10,Los Angeles
ORD-10444,2025-06-05,C0018,Noise-Cancelling Headphones,199.99,2,FREESHIP,Seattle
ORD-10445,2025-06-05,C0095,27in Monitor,249.99,4,SAVE20,Miami
ORD-10446,2025-06-06,C0026,Wireless Mouse,24.99,2,,Philadelphia
ORD-10447,2025-06-07,C0118,Mechanical Keyboard,89.99,1,,Philadelphia
ORD-10448,2025-06-07,C0008,Wireless Mouse,24.99,3,,Los Angeles
ORD-10449,2025-06-07,C0039,Noise-Cancelling Headphones,199.99,1,,Philadelphia
ORD-10450,2025-06-07,C0077,LED Desk Lamp,29.99,4,,  Chicago
ORD-10451,2025-06-07,C0132,Laptop Stand,34.99,3,,Seattle 
ORD-10452,2025-06-08,C0102,Wireless Mouse,24.99,2,SAVE15,philadelphia
ORD-10453,2025-06-08,C0036,Wireless Mouse,24.99,1,,Miami
ORD-10454,2025-06-08,C0042,USB-C Hub,39.99,1,SAVE10,  Dallas
ORD-10455,2025-06-09,C0086,Mechanical Keyboard,89.99,2,SAVE20,Chicago
ORD-10456,2025-06-09,C0095,USB-C Hub,39.99,1,NULL,Denver
ORD-10457,2025-06-10,C0005,27in Monitor,249.99,999,,Chicago
ORD-10458,2025-06-11,C0005,Wireless Mouse,24.99,1,SAVE15,Austin 
ORD-10459,2025-06-12,C0123,LED Desk Lamp,29.99,1,,  Boston
ORD-10460,2025-06-13,C0086,Wireless Mouse,24.99,4,SAVE10,Boston
ORD-10461,06/13/2025,C0047,LED Desk Lamp,29.99,3,,Philadelphia
ORD-10462,2025-06-13,C0113,USB-C Hub,39.99,2,SAVE10,Portland
ORD-10463,2025-06-14,C0123,LED Desk Lamp,29.99,3,,Boston
ORD-10464,2025-06-15,C0071,USB-C Hub,39.99,2,,Austin
ORD-10465,2025-06-15,C0007,Mechanical Keyboard,89.99,2,,Chicago
ORD-10466,2025-06-15,C0083,1080p Webcam,59.99,2,SAVE10,Houston
ORD-10467,2025-06-16,C0050,LED Desk Lamp,29.99,3,,Portland
ORD-10468,2025-06-17,C0111,Laptop Stand,34.99,1,SAVE10 ,Los Angeles
ORD-10469,2025-06-18,C0080,Wireless Mouse,24.99,4,none,Philadelphia
ORD-10470,2025-06-18,C0146,Laptop Stand,34.99,1,,Austin
ORD-10471,2025-06-19,C0111,1080p Webcam,59.99,1,,Phoenix
ORD-10472,2025-06-20,,Wireless Mouse,24.99,1,,Boston
ORD-10473,06/23/2025,C0091,USB-C Hub,39.99,1,,New York
ORD-10474,2025-06-23,C0063,27in Monitor,249.99,1,,Houston
ORD-10475,06/24/2025,C0007,LED Desk Lamp,$29.99,2, SAVE10,Portland
ORD-10476,2025-06-24,C0139,Noise-Cancelling Headphones,199.99,1,FREESHIP,New York
ORD-10477,2025-06-24,C0032,Laptop Stand,34.99,1,FREESHIP,Chicago
ORD-10478,2025-06-24,C0098,USB-C Hub,39.99,1,SAVE10,New York
ORD-10479,2025-06-26,C0022,Mechanical Keyboard,89.99,1,SAVE20,Miami 
ORD-10480,2025-06-26,C0076,1080p Webcam,$59.99,1,,Austin
ORD-10481,2025-06-26,C0145,USB-C Hub,$39.99,1,NULL,Philadelphia
ORD-10482,2025-06-27,,Noise-Cancelling Headphones,199.99,1,FREESHIP,Portland
ORD-10483,2025-06-27,C0140,LED Desk Lamp,29.99,1,,Los Angeles 
ORD-10484,2025-06-27,C0101,LED Desk Lamp,29.99,1,,ATLANTA
ORD-10485,2025-06-28,C0077,Laptop Stand,34.99,1,FREESHIP,Phoenix
ORD-10486,2025-06-28,C0038,Wireless Mouse,24.99,2,WELCOME5,Houston
ORD-10487,2025-06-29,C0112,LED Desk Lamp,29.99,2,,San Diego
ORD-10488,2025-06-29,C0008,27in Monitor,249.99,1,,Seattle
ORD-10489,2025-06-30,C0106,27in Monitor,249.99,1,SAVE10,  Los Angeles
ORD-10490,2025-06-30,C0017,Noise-Cancelling Headphones,199.99,,,Dallas
