order_id,date,customer_id,product,price,quantity,coupon_code,shipping_city,discount_rate,state,city_population,latitude,longitude,city_match,gross_amount,order_total,discount_amount,days_since_purchase,order_month,order_weekday,is_weekend
ORD-10149,2025-02-16,C0128,Wireless Mouse,24.99,1,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,24.99,24.99,0.0,135,2025-02,Sunday,True
ORD-10150,2025-02-18,C0126,Wireless Mouse,24.99,2,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,49.98,49.98,0.0,133,2025-02,Tuesday,False
ORD-10152,2025-02-18,C0101,USB-C Hub,39.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,39.99,39.99,0.0,133,2025-02,Tuesday,False
ORD-10153,2025-02-18,C0096,USB-C Hub,39.99,1,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,39.99,39.99,0.0,133,2025-02,Tuesday,False
ORD-10154,2025-02-19,C0126,USB-C Hub,39.99,2,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,79.98,79.98,0.0,132,2025-02,Wednesday,False
ORD-10155,2025-02-19,C0002,Laptop Stand,34.99,1,SAVE20,Atlanta,0.2,Georgia,447841,33.7489954,-84.3879824,exact,34.99,27.99,7.0,132,2025-02,Wednesday,False
ORD-10156,2025-02-19,C0099,27in Monitor,249.99,1,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,249.99,249.99,0.0,132,2025-02,Wednesday,False
ORD-10157,2025-02-19,C0120,LED Desk Lamp,29.99,1,SAVE10,Los Angeles,0.1,California,3884307,34.0522342,-118.24368490000002,exact,29.99,26.99,3.0,132,2025-02,Wednesday,False
ORD-10159,2025-02-20,C0086,Wireless Mouse,24.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,24.99,24.99,0.0,131,2025-02,Thursday,False
ORD-10160,2025-02-20,C0006,Wireless Mouse,24.99,2,WELCOME5,Boston,0.05,Massachusetts,645966,42.3600825,-71.0588801,exact,49.98,47.48,2.5,131,2025-02,Thursday,False
ORD-10161,2025-02-20,C0133,Noise-Cancelling Headphones,199.99,1,FREESHIP,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,199.99,199.99,0.0,131,2025-02,Thursday,False
ORD-10162,2025-02-21,C0021,Wireless Mouse,24.99,1,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,24.99,24.99,0.0,130,2025-02,Friday,False
ORD-10163,2025-02-21,C0101,Wireless Mouse,24.99,1,SAVE20,Chicago,0.2,Illinois,2718782,41.8781136,-87.62979820000001,exact,24.99,19.99,5.0,130,2025-02,Friday,False
ORD-10164,2025-02-22,C0010,USB-C Hub,39.99,3,SAVE10,Seattle,0.1,Washington,652405,47.6062095,-122.33207079999998,exact,119.97,107.97,12.0,129,2025-02,Saturday,True
ORD-10165,2025-02-22,C0098,LED Desk Lamp,29.99,1,SAVE15,Los Angeles,0.15,California,3884307,34.0522342,-118.24368490000002,exact,29.99,25.49,4.5,129,2025-02,Saturday,True
ORD-10166,2025-02-22,C0076,1080p Webcam,59.99,2,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,119.98,119.98,0.0,129,2025-02,Saturday,True
ORD-10167,2025-02-23,C0060,Laptop Stand,34.99,2,,Denver,0.0,Colorado,649495,39.7392358,-104.990251,exact,69.98,69.98,0.0,128,2025-02,Sunday,True
ORD-10168,2025-02-23,C0065,Wireless Mouse,24.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,24.99,24.99,0.0,128,2025-02,Sunday,True
ORD-10169,2025-02-23,C0006,1080p Webcam,59.99,2,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,119.98,119.98,0.0,128,2025-02,Sunday,True
ORD-10170,2025-02-24,C0148,Mechanical Keyboard,89.99,1,SAVE10,San Diego,0.1,California,1355896,32.715738,-117.1610838,exact,89.99,80.99,9.0,127,2025-02,Monday,False
ORD-10171,2025-02-24,C0074,Mechanical Keyboard,89.99,1,SAVE10,Austin,0.1,Texas,885400,30.267153000000004,-97.7430608,exact,89.99,80.99,9.0,127,2025-02,Monday,False
ORD-10172,2025-02-24,C0128,27in Monitor,249.99,2,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,499.98,499.98,0.0,127,2025-02,Monday,False
ORD-10173,2025-02-24,C0002,Wireless Mouse,24.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,24.99,24.99,0.0,127,2025-02,Monday,False
ORD-10174,2025-02-24,C0078,USB-C Hub,39.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,39.99,39.99,0.0,127,2025-02,Monday,False
ORD-10175,2025-02-25,C0005,Mechanical Keyboard,89.99,1,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,89.99,89.99,0.0,126,2025-02,Tuesday,False
ORD-10176,2025-02-25,C0082,Noise-Cancelling Headphones,199.99,1,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,199.99,199.99,0.0,126,2025-02,Tuesday,False
ORD-10177,2025-02-26,C0150,Wireless Mouse,24.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,24.99,24.99,0.0,125,2025-02,Wednesday,False
ORD-10178,2025-02-26,C0114,Mechanical Keyboard,89.99,1,SAVE15,Chicago,0.15,Illinois,2718782,41.8781136,-87.62979820000001,exact,89.99,76.49,13.5,125,2025-02,Wednesday,False
ORD-10179,2025-02-26,C0019,LED Desk Lamp,29.99,2,SAVE15,Seattle,0.15,Washington,652405,47.6062095,-122.33207079999998,exact,59.98,50.98,9.0,125,2025-02,Wednesday,False
ORD-10180,2025-02-27,C0031,1080p Webcam,59.99,3,SAVE20,Phoenix,0.2,Arizona,1513367,33.4483771,-112.0740373,exact,179.97,143.98,35.99,124,2025-02,Thursday,False
ORD-10181,2025-02-27,C0096,Mechanical Keyboard,89.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,89.99,89.99,0.0,124,2025-02,Thursday,False
ORD-10182,2025-02-27,C0072,LED Desk Lamp,29.99,1,,San Diego,0.0,California,1355896,32.715738,-117.1610838,exact,29.99,29.99,0.0,124,2025-02,Thursday,False
ORD-10183,2025-02-27,C0091,Mechanical Keyboard,89.99,1,WELCOME5,Phoenix,0.05,Arizona,1513367,33.4483771,-112.0740373,exact,89.99,85.49,4.5,124,2025-02,Thursday,False
ORD-10184,2025-02-27,C0085,Laptop Stand,34.99,1,SAVE15,Los Angeles,0.15,California,3884307,34.0522342,-118.24368490000002,exact,34.99,29.74,5.25,124,2025-02,Thursday,False
ORD-10185,2025-02-28,C0133,27in Monitor,249.99,3,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,749.97,749.97,0.0,123,2025-02,Friday,False
ORD-10186,2025-02-28,C0005,1080p Webcam,59.99,1,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,59.99,59.99,0.0,123,2025-02,Friday,False
ORD-10187,2025-02-28,C0056,USB-C Hub,39.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,39.99,39.99,0.0,123,2025-02,Friday,False
ORD-10188,2025-03-01,C0070,Laptop Stand,34.99,5,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,174.95,166.2,8.75,122,2025-03,Saturday,True
ORD-10189,2025-03-01,C0101,Wireless Mouse,24.99,1,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,24.99,23.74,1.25,122,2025-03,Saturday,True
ORD-10190,2025-03-02,C0049,Wireless Mouse,24.99,1,,Philadelphia,0.0,Pennsylvania,1553165,39.9525839,-75.1652215,exact,24.99,24.99,0.0,121,2025-03,Sunday,True
ORD-10191,2025-03-02,C0077,Mechanical Keyboard,89.99,3,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,269.97,269.97,0.0,121,2025-03,Sunday,True
ORD-10192,2025-03-02,C0107,Laptop Stand,34.99,1,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,34.99,34.99,0.0,121,2025-03,Sunday,True
ORD-10193,2025-03-02,C0077,Mechanical Keyboard,89.99,1,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,89.99,89.99,0.0,121,2025-03,Sunday,True
ORD-10194,2025-03-02,C0150,Mechanical Keyboard,89.99,2,SAVE15,Chicago,0.15,Illinois,2718782,41.8781136,-87.62979820000001,exact,179.98,152.98,27.0,121,2025-03,Sunday,True
ORD-10195,2025-03-05,C0010,27in Monitor,249.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,249.99,249.99,0.0,118,2025-03,Wednesday,False
ORD-10196,2025-03-05,C0138,LED Desk Lamp,29.99,1,SAVE15,Chicago,0.15,Illinois,2718782,41.8781136,-87.62979820000001,exact,29.99,25.49,4.5,118,2025-03,Wednesday,False
ORD-10197,2025-03-06,C0112,LED Desk Lamp,29.99,2,SAVE10,Seattle,0.1,Washington,652405,47.6062095,-122.33207079999998,exact,59.98,53.98,6.0,117,2025-03,Thursday,False
ORD-10198,2025-03-07,C0038,Mechanical Keyboard,89.99,3,SAVE15,Miami,0.15,Florida,417650,25.7616798,-80.1917902,exact,269.97,229.47,40.5,116,2025-03,Friday,False
ORD-10199,2025-03-07,C0139,27in Monitor,249.99,1,SAVE20,Miami,0.2,Florida,417650,25.7616798,-80.1917902,exact,249.99,199.99,50.0,116,2025-03,Friday,False
ORD-10200,2025-03-08,C0047,Noise-Cancelling Headphones,199.99,1,WELCOME5,Los Angeles,0.05,California,3884307,34.0522342,-118.24368490000002,exact,199.99,189.99,10.0,115,2025-03,Saturday,True
ORD-10201,2025-03-08,C0142,Laptop Stand,34.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,34.99,34.99,0.0,115,2025-03,Saturday,True
ORD-10202,2025-03-09,C0084,1080p Webcam,59.99,2,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,119.98,119.98,0.0,114,2025-03,Sunday,True
ORD-10203,2025-03-09,C0147,1080p Webcam,59.99,2,SAVE10,Chicago,0.1,Illinois,2718782,41.8781136,-87.62979820000001,exact,119.98,107.98,12.0,114,2025-03,Sunday,True
ORD-10204,2025-03-09,C0138,LED Desk Lamp,29.99,1,,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,29.99,29.99,0.0,114,2025-03,Sunday,True
ORD-10205,2025-03-10,C0097,Wireless Mouse,24.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,24.99,24.99,0.0,113,2025-03,Monday,False
ORD-10206,2025-03-10,C0137,USB-C Hub,39.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,39.99,39.99,0.0,113,2025-03,Monday,False
ORD-10207,2025-03-10,C0119,Laptop Stand,34.99,2,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,69.98,69.98,0.0,113,2025-03,Monday,False
ORD-10208,2025-03-10,C0103,Mechanical Keyboard,89.99,5,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,449.95,449.95,0.0,113,2025-03,Monday,False
ORD-10209,2025-03-10,C0055,27in Monitor,249.99,2,FREESHIP,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,499.98,499.98,0.0,113,2025-03,Monday,False
ORD-10210,2025-03-11,C0130,Wireless Mouse,24.99,3,,Philadelphia,0.0,Pennsylvania,1553165,39.9525839,-75.1652215,exact,74.97,74.97,0.0,112,2025-03,Tuesday,False
ORD-10211,2025-03-12,C0038,Noise-Cancelling Headphones,199.99,1,WELCOME5,San Diego,0.05,California,1355896,32.715738,-117.1610838,exact,199.99,189.99,10.0,111,2025-03,Wednesday,False
ORD-10212,2025-03-12,C0144,Wireless Mouse,24.99,2,SAVE10,Phoenix,0.1,Arizona,1513367,33.4483771,-112.0740373,exact,49.98,44.98,5.0,111,2025-03,Wednesday,False
ORD-10213,2025-03-14,C0098,Noise-Cancelling Headphones,199.99,5,SAVE15,Atlanta,0.15,Georgia,447841,33.7489954,-84.3879824,exact,999.95,849.96,149.99,109,2025-03,Friday,False
ORD-10214,2025-03-14,C0041,USB-C Hub,39.99,2,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,79.98,79.98,0.0,109,2025-03,Friday,False
ORD-10215,2025-03-14,C0087,1080p Webcam,59.99,2,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,119.98,119.98,0.0,109,2025-03,Friday,False
ORD-10216,2025-03-14,C0023,Laptop Stand,34.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,34.99,34.99,0.0,109,2025-03,Friday,False
ORD-10217,2025-03-15,C0039,USB-C Hub,39.99,2,FREESHIP,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,79.98,79.98,0.0,108,2025-03,Saturday,True
ORD-10218,2025-03-16,C0105,Wireless Mouse,24.99,2,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,49.98,49.98,0.0,107,2025-03,Sunday,True
ORD-10219,2025-03-16,C0063,USB-C Hub,39.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,39.99,39.99,0.0,107,2025-03,Sunday,True
ORD-10220,2025-03-16,C0129,27in Monitor,249.99,2,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,499.98,499.98,0.0,107,2025-03,Sunday,True
ORD-10221,2025-03-16,C0132,27in Monitor,249.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,249.99,249.99,0.0,107,2025-03,Sunday,True
ORD-10222,2025-03-17,C0048,Mechanical Keyboard,89.99,1,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,89.99,89.99,0.0,106,2025-03,Monday,False
ORD-10223,2025-03-17,C0011,27in Monitor,249.99,1,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,249.99,249.99,0.0,106,2025-03,Monday,False
ORD-10225,2025-03-17,C0018,Noise-Cancelling Headphones,199.99,1,,Philadelphia,0.0,Pennsylvania,1553165,39.9525839,-75.1652215,exact,199.99,199.99,0.0,106,2025-03,Monday,False
ORD-10226,2025-03-18,C0027,USB-C Hub,39.99,2,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,79.98,79.98,0.0,105,2025-03,Tuesday,False
ORD-10227,2025-03-18,C0137,USB-C Hub,39.99,1,,Denver,0.0,Colorado,649495,39.7392358,-104.990251,exact,39.99,39.99,0.0,105,2025-03,Tuesday,False
ORD-10228,2025-03-18,C0147,Noise-Cancelling Headphones,199.99,1,SAVE10,San Diego,0.1,California,1355896,32.715738,-117.1610838,exact,199.99,179.99,20.0,105,2025-03,Tuesday,False
ORD-10229,2025-03-18,C0142,LED Desk Lamp,29.99,4,SAVE20,Philadelphia,0.2,Pennsylvania,1553165,39.9525839,-75.1652215,exact,119.96,95.97,23.99,105,2025-03,Tuesday,False
ORD-10230,2025-03-18,C0014,Noise-Cancelling Headphones,199.99,3,FREESHIP,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,599.97,599.97,0.0,105,2025-03,Tuesday,False
ORD-10231,2025-03-18,C0007,LED Desk Lamp,29.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,29.99,29.99,0.0,105,2025-03,Tuesday,False
ORD-10232,2025-03-18,C0114,Laptop Stand,34.99,2,SAVE10,Los Angeles,0.1,California,3884307,34.0522342,-118.24368490000002,exact,69.98,62.98,7.0,105,2025-03,Tuesday,False
ORD-10233,2025-03-19,C0105,Mechanical Keyboard,89.99,3,FREESHIP,Houston,0.0,Texas,2195914,29.7604267,-95.3698028,exact,269.97,269.97,0.0,104,2025-03,Wednesday,False
ORD-10234,2025-03-19,C0126,Noise-Cancelling Headphones,199.99,1,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,199.99,199.99,0.0,104,2025-03,Wednesday,False
ORD-10235,2025-03-20,C0076,Mechanical Keyboard,89.99,3,SAVE20,Miami,0.2,Florida,417650,25.7616798,-80.1917902,exact,269.97,215.98,53.99,103,2025-03,Thursday,False
ORD-10236,2025-03-20,C0099,1080p Webcam,59.99,2,FREESHIP,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,119.98,119.98,0.0,103,2025-03,Thursday,False
ORD-10237,2025-03-21,C0059,Wireless Mouse,24.99,1,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,24.99,24.99,0.0,102,2025-03,Friday,False
ORD-10238,2025-03-22,C0112,27in Monitor,249.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,249.99,249.99,0.0,101,2025-03,Saturday,True
ORD-10239,2025-03-23,C0023,Noise-Cancelling Headphones,199.99,2,WELCOME5,Boston,0.05,Massachusetts,645966,42.3600825,-71.0588801,exact,399.98,379.98,20.0,100,2025-03,Sunday,True
ORD-10240,2025-03-23,C0142,LED Desk Lamp,29.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,29.99,29.99,0.0,100,2025-03,Sunday,True
ORD-10241,2025-03-23,C0107,27in Monitor,249.99,2,SAVE10,Austin,0.1,Texas,885400,30.267153000000004,-97.7430608,exact,499.98,449.98,50.0,100,2025-03,Sunday,True
ORD-10242,2025-03-23,C0019,Wireless Mouse,24.99,2,FREESHIP,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,49.98,49.98,0.0,100,2025-03,Sunday,True
ORD-10243,2025-03-24,C0019,Noise-Cancelling Headphones,199.99,1,,Philadelphia,0.0,Pennsylvania,1553165,39.9525839,-75.1652215,exact,199.99,199.99,0.0,99,2025-03,Monday,False
ORD-10244,2025-03-24,UNKNOWN,USB-C Hub,39.99,4,SAVE10,Philadelphia,0.1,Pennsylvania,1553165,39.9525839,-75.1652215,exact,159.96,143.96,16.0,99,2025-03,Monday,False
ORD-10245,2025-03-24,C0112,Wireless Mouse,24.99,1,FREESHIP,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,24.99,24.99,0.0,99,2025-03,Monday,False
ORD-10246,2025-03-26,C0001,USB-C Hub,39.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,39.99,39.99,0.0,97,2025-03,Wednesday,False
ORD-10248,2025-03-27,C0066,Laptop Stand,34.99,2,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,69.98,69.98,0.0,96,2025-03,Thursday,False
ORD-10249,2025-03-27,C0115,27in Monitor,249.99,2,SAVE10,Philadelphia,0.1,Pennsylvania,1553165,39.9525839,-75.1652215,exact,499.98,449.98,50.0,96,2025-03,Thursday,False
ORD-10250,2025-03-27,C0146,Laptop Stand,34.99,1,,Seattle,0.0,Washington,652405,47.6062095,-122.33207079999998,exact,34.99,34.99,0.0,96,2025-03,Thursday,False
ORD-10251,2025-03-27,C0124,Wireless Mouse,24.99,1,,Phoenix,0.0,Arizona,1513367,33.4483771,-112.0740373,exact,24.99,24.99,0.0,96,2025-03,Thursday,False
ORD-10252,2025-03-27,C0072,Laptop Stand,34.99,1,SAVE10,Miami,0.1,Florida,417650,25.7616798,-80.1917902,exact,34.99,31.49,3.5,96,2025-03,Thursday,False
ORD-10253,2025-03-28,C0062,Wireless Mouse,24.99,1,FREESHIP,San Diego,0.0,California,1355896,32.715738,-117.1610838,exact,24.99,24.99,0.0,95,2025-03,Friday,False
ORD-10254,2025-03-28,C0111,Wireless Mouse,24.99,2,SAVE20,Houston,0.2,Texas,2195914,29.7604267,-95.3698028,exact,49.98,39.98,10.0,95,2025-03,Friday,False
ORD-10255,2025-03-28,C0002,1080p Webcam,59.99,2,SAVE10,Los Angeles,0.1,California,3884307,34.0522342,-118.24368490000002,exact,119.98,107.98,12.0,95,2025-03,Friday,False
ORD-10256,2025-03-28,C0124,Noise-Cancelling Headphones,199.99,3,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,599.97,599.97,0.0,95,2025-03,Friday,False
ORD-10257,2025-03-29,UNKNOWN,LED Desk Lamp,29.99,1,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,29.99,29.99,0.0,94,2025-03,Saturday,True
ORD-10258,2025-03-29,C0042,Wireless Mouse,24.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,24.99,24.99,0.0,94,2025-03,Saturday,True
ORD-10259,2025-03-30,C0039,Noise-Cancelling Headphones,199.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,199.99,199.99,0.0,93,2025-03,Sunday,True
ORD-10260,2025-03-31,C0102,Wireless Mouse,24.99,1,FREESHIP,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,24.99,24.99,0.0,92,2025-03,Monday,False
ORD-10261,2025-03-31,C0142,27in Monitor,249.99,1,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,249.99,249.99,0.0,92,2025-03,Monday,False
ORD-10262,2025-03-31,C0117,1080p Webcam,59.99,3,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,179.97,179.97,0.0,92,2025-03,Monday,False
ORD-10263,2025-03-31,C0082,1080p Webcam,59.99,1,SAVE20,Atlanta,0.2,Georgia,447841,33.7489954,-84.3879824,exact,59.99,47.99,12.0,92,2025-03,Monday,False
ORD-10264,2025-03-31,C0059,Mechanical Keyboard,89.99,1,FREESHIP,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,89.99,89.99,0.0,92,2025-03,Monday,False
ORD-10265,2025-03-31,C0149,27in Monitor,249.99,3,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,749.97,749.97,0.0,92,2025-03,Monday,False
ORD-10266,2025-03-31,C0022,Laptop Stand,34.99,2,,Chicago,0.0,Illinois,2718782,41.8781136,-87.62979820000001,exact,69.98,69.98,0.0,92,2025-03,Monday,False
ORD-10267,2025-03-31,C0138,Laptop Stand,34.99,1,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,34.99,34.99,0.0,92,2025-03,Monday,False
ORD-10268,2025-04-01,C0070,Laptop Stand,34.99,2,,Miami,0.0,Florida,417650,25.7616798,-80.1917902,exact,69.98,69.98,0.0,91,2025-04,Tuesday,False
ORD-10269,2025-04-01,C0050,1080p Webcam,59.99,1,SAVE10,New York,0.1,New York,8405837,40.7127837,-74.00594129999999,exact,59.99,53.99,6.0,91,2025-04,Tuesday,False
ORD-10270,2025-04-01,C0011,Laptop Stand,34.99,1,SAVE20,Phoenix,0.2,Arizona,1513367,33.4483771,-112.0740373,exact,34.99,27.99,7.0,91,2025-04,Tuesday,False
ORD-10271,2025-04-03,C0095,Mechanical Keyboard,89.99,5,,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,449.95,449.95,0.0,89,2025-04,Thursday,False
ORD-10272,2025-04-03,C0123,Mechanical Keyboard,89.99,2,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,179.98,179.98,0.0,89,2025-04,Thursday,False
ORD-10273,2025-04-04,C0051,Wireless Mouse,24.99,2,SAVE10,San Diego,0.1,California,1355896,32.715738,-117.1610838,exact,49.98,44.98,5.0,88,2025-04,Friday,False
ORD-10274,2025-04-05,C0030,Noise-Cancelling Headphones,199.99,1,SAVE10,Chicago,0.1,Illinois,2718782,41.8781136,-87.62979820000001,exact,199.99,179.99,20.0,87,2025-04,Saturday,True
ORD-10275,2025-04-05,C0077,Noise-Cancelling Headphones,199.99,1,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,199.99,199.99,0.0,87,2025-04,Saturday,True
ORD-10276,2025-04-05,C0046,Laptop Stand,34.99,1,SAVE10,Phoenix,0.1,Arizona,1513367,33.4483771,-112.0740373,exact,34.99,31.49,3.5,87,2025-04,Saturday,True
ORD-10277,2025-04-05,C0034,Mechanical Keyboard,89.99,1,SAVE10,Austin,0.1,Texas,885400,30.267153000000004,-97.7430608,exact,89.99,80.99,9.0,87,2025-04,Saturday,True
ORD-10278,2025-04-06,C0127,Laptop Stand,34.99,3,,Dallas,0.0,Texas,1257676,32.7766642,-96.7969879,exact,104.97,104.97,0.0,86,2025-04,Sunday,True
ORD-10279,2025-04-06,C0068,27in Monitor,249.99,1,,Miami,0.0,Florida,417650,25.7616798,-80.1917902,exact,249.99,249.99,0.0,86,2025-04,Sunday,True
ORD-10280,2025-04-06,C0092,LED Desk Lamp,29.99,1,,Atlanta,0.0,Georgia,447841,33.7489954,-84.3879824,exact,29.99,29.99,0.0,86,2025-04,Sunday,True
ORD-10281,2025-04-06,C0070,Mechanical Keyboard,89.99,2,FREESHIP,Los Angeles,0.0,California,3884307,34.0522342,-118.24368490000002,exact,179.98,179.98,0.0,86,2025-04,Sunday,True
ORD-10282,2025-04-06,C0124,Laptop Stand,34.99,1,SAVE10,New York,0.1,New York,8405837,40.7127837,-74.00594129999999,exact,34.99,31.49,3.5,86,2025-04,Sunday,True
ORD-10283,2025-04-06,C0080,Mechanical Keyboard,89.99,2,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,179.98,179.98,0.0,86,2025-04,Sunday,True
ORD-10284,2025-04-07,C0149,Mechanical Keyboard,89.99,1,SAVE15,Houston,0.15,Texas,2195914,29.7604267,-95.3698028,exact,89.99,76.49,13.5,85,2025-04,Monday,False
ORD-10285,2025-04-07,C0098,1080p Webcam,59.99,1,,Miami,0.0,Florida,417650,25.7616798,-80.1917902,exact,59.99,59.99,0.0,85,2025-04,Monday,False
ORD-10287,2025-04-08,C0115,USB-C Hub,39.99,4,SAVE10,Los Angeles,0.1,California,3884307,34.0522342,-118.24368490000002,exact,159.96,143.96,16.0,84,2025-04,Tuesday,False
ORD-10288,2025-04-08,C0036,Mechanical Keyboard,89.99,2,SAVE15,Philadelphia,0.15,Pennsylvania,1553165,39.9525839,-75.1652215,exact,179.98,152.98,27.0,84,2025-04,Tuesday,False
ORD-10289,2025-04-08,C0078,Laptop Stand,34.99,2,,Austin,0.0,Texas,885400,30.267153000000004,-97.7430608,exact,69.98,69.98,0.0,84,2025-04,Tuesday,False
ORD-10290,2025-04-09,C0023,27in Monitor,249.99,2,SAVE20,Atlanta,0.2,Georgia,447841,33.7489954,-84.3879824,exact,499.98,399.98,100.0,83,2025-04,Wednesday,False
ORD-10291,2025-04-09,C0060,27in Monitor,249.99,1,SAVE15,Chicago,0.15,Illinois,2718782,41.8781136,-87.62979820000001,exact,249.99,212.49,37.5,83,2025-04,Wednesday,False
ORD-10292,2025-04-09,C0064,27in Monitor,249.99,2,WELCOME5,Boston,0.05,Massachusetts,645966,42.3600825,-71.0588801,exact,499.98,474.98,25.0,83,2025-04,Wednesday,False
ORD-10293,2025-04-09,C0066,27in Monitor,249.99,1,,New York,0.0,New York,8405837,40.7127837,-74.00594129999999,exact,249.99,249.99,0.0,83,2025-04,Wednesday,False
ORD-10294,2025-04-10,C0026,27in Monitor,249.99,4,,Portland,0.0,Oregon,609456,45.523062200000005,-122.6764816,ambiguous: largest chosen,999.96,999.96,0.0,82,2025-04,Thursday,False
ORD-10295,2025-04-11,C0093,Noise-Cancelling Headphones,199.99,3,,Boston,0.0,Massachusetts,645966,42.3600825,-71.0588801,exact,599.97,599.97,0.0,81,2025-04,Friday,False
ORD-10296,2025-04-11,C0015,27in Monitor,249.99,1,WELCOME5,Boston,0.05,Massachusetts,645966,42.3600825,-71.0588801,exact,249.99,237.49,12.5,81,2025-04,Friday,False
